ko_maticni_broj,municipalityName,cadmunName,parcels_total,parcels_with_buildings
735604,PROKUPLJE,GORNJA TOPONICA,84,80
735612,PROKUPLJE,GORNJA TRNAVA,199,188
735639,PROKUPLJE,GRABOVAC,34,34
735647,PROKUPLJE,GUBETIN,146,133
735655,PROKUPLJE,DONJA BEJAŠNICA,38,37
735663,PROKUPLJE,DONJA BRESNICA,235,226
735671,PROKUPLJE,DONJA KONJUŠA,261,244
735680,PROKUPLJE,DONJA REČICA,224,215
735698,PROKUPLJE,DONJA TOPONICA,185,183
735701,PROKUPLJE,DONJA TRNAVA,661,623
735710,PROKUPLJE,DRENOVAC,99,78
735728,PROKUPLJE,ĐUŠNICA,50,50
735736,PROKUPLJE,ZDRAVINJE,193,189
735744,PROKUPLJE,JUGOVAC,134,132
735752,PROKUPLJE,KALUDRA,51,51
735779,PROKUPLJE,KONDŽELJ,114,76
735787,PROKUPLJE,KONČIĆ,194,189
735795,PROKUPLJE,KRUŠEVICA,92,91
735809,PROKUPLJE,MAĐERE,241,233
735817,PROKUPLJE,MALA PLANA,292,217
735825,PROKUPLJE,MEROVAC,194,188
735833,PROKUPLJE,MILJKOVICA,88,88
735841,PROKUPLJE,MRŠELJ,151,144
735850,PROKUPLJE,OBRTINCE,45,45
735868,PROKUPLJE,PAŠINAC,60,56
735876,PROKUPLJE,PESTIŠ,60,60
735884,PROKUPLJE,PISKALJE,67,67
735892,PROKUPLJE,PLOČNIK,200,195
735906,PROKUPLJE,POTOČIĆ,231,211
735914,PROKUPLJE,PREKADIN,171,167
735922,PROKUPLJE,PREKAŠNICA,39,38
735949,PROKUPLJE,PREKOPUCE,173,171
735957,PROKUPLJE,PROKUPLJE,934,826
735965,PROKUPLJE,PROKUPLJE GRAD,6582,6112
735973,PROKUPLJE,RGAJE,93,93
735981,PROKUPLJE,RELJINAC,187,178
735990,PROKUPLJE,RESINAC,152,148
736007,PROKUPLJE,SMRDAN,55,48
736015,PROKUPLJE,TOVRLJANE,184,182
736023,PROKUPLJE,TRNOVI LAZ,86,86
736031,PROKUPLJE,TULARE,267,261
736040,PROKUPLJE,ĆUKOVAC,116,111
736058,PROKUPLJE,ŠIROKE NJIVE,59,59
736066,PROKUPLJE,ŠIŠMANOVAC,93,87
736074,RAŽANJ,BRALJINA,331,285
736082,RAŽANJ,BRAČIN,493,355
736104,RAŽANJ,VAROŠ,198,169
736112,RAŽANJ,VITOŠEVAC,739,634
736139,RAŽANJ,GRABOVO,163,124
736147,RAŽANJ,LIPOVAC,118,91
736155,ĆIĆEVAC,LUČINA,517,392
736163,RAŽANJ,MAĐERE,312,271
736171,RAŽANJ,MALETINA,94,86
736180,RAŽANJ,MANASTIRSKO,47,43
736198,RAŽANJ,MAĆIJA,94,82
736201,RAŽANJ,PARDIK,212,169
736210,ĆIĆEVAC,PLOČNIK,274,134
736228,RAŽANJ,PODGORAC,431,392
736236,ĆIĆEVAC,POJATE,516,330
736244,RAŽANJ,POSLON,162,140
736252,RAŽANJ,PRASKOVČE,199,165
736279,RAŽANJ,PRETRKOVAC,157,148
736287,ĆIĆEVAC,RADOŠEVAC,35,33
736295,RAŽANJ,RAŽANJ,618,591
736309,RAŽANJ,RUJIŠTE,258,224
736317,RAŽANJ,SKORICA,650,543
736325,RAŽANJ,SMILOVAC,576,458
736333,ĆIĆEVAC,STALAĆ,886,626
736341,ĆIĆEVAC,ĆIĆEVAC,420,311
736350,ĆIĆEVAC,ĆIĆEVAC -GRAD,2173,2099
736368,RAŽANJ,CEROVO,66,59
736376,RAŽANJ,CRNI KAO,275,234
736384,RAŽANJ,ČUBURA,88,85
736392,RAŽANJ,ŠETKA,286,270
736406,RAČA,ADROVAC,119,112
736414,BATOČINA,BADNJEVAC,597,366
736422,RAČA,BORCI,301,216
736449,RAČA,BOŠNJANE,326,204
736457,RAČA,VELIKO KRČMARE,386,256
736465,RAČA,VIŠEVAC,459,324
736473,RAČA,VUČIĆ,366,347
736481,KRAGUJEVAC,GORNJE JARUŠICE,273,254
736490,TOPOLA,GOROVIČ,167,148
736503,BATOČINA,GRADAC,146,114
736511,RAČA,DONJA RAČA,482,262
736520,RAČA,DONJE JARUŠICE,159,124
736538,RAČA,ĐURĐEVO,451,370
736546,TOPOLA,ŽABARE,529,449
736554,TOPOLA,JUNKOVAC,558,481
736562,TOPOLA,KLOKA,519,427
736589,RAČA,MALO KRČMARE,276,207
736597,RAČA,MIRAŠEVAC,334,166
736619,TOPOLA,NATALINCI,600,551
736627,TOPOLA,PAVLOVAC,44,34
736635,RAČA,POPOVIĆ,197,179
736643,RAČA,RAČA,1006,884
736651,RAČA,SARANOVO,663,544
736660,RAČA,SEPCI,456,342
736678,RAČA,SIPIĆ,484,385
736686,TOPOLA,TRNAVA,1212,935
736694,BATOČINA,CRNI KAO,246,179
736708,TOPOLA,ŠUME,260,224
736716,RAŠKA,BADANJ,137,132
736724,RAŠKA,BALJEVAC,439,385
736732,KRALJEVO,BARE,178,167
736759,RAŠKA,BELA STENA,326,293
736767,RAŠKA,BEOCI,317,293
736775,KRALJEVO,BZOVIK,156,150
736783,RAŠKA,BILJANOVAC,424,360
736791,RAŠKA,BINIĆE,372,371
736805,RAŠKA,BOROVIĆE,334,326
736813,RAŠKA,BOĆE,115,115
736821,RAŠKA,BRVENICA,263,258
736830,KRALJEVO,BREZOVA,218,209
736848,RAŠKA,VAREVO,658,581
736856,RAŠKA,VOJMILOVIĆI,111,107
736864,KRALJEVO,VRH,54,51
736872,RAŠKA,GNJILICA,233,231
736899,RAŠKA,GRADAC,178,168
736902,KRALJEVO,DOLAC,83,81
736929,RAŠKA,DRAGANIĆI,291,278
736937,KRALJEVO,DRAŽINIĆE,87,84
736945,KRALJEVO,ĐAKOVO,145,143
736953,RAŠKA,ŽUTICE,94,82
736961,RAŠKA,ZAREVO,177,175
736970,KRALJEVO,ZASAD,88,87
736988,RAŠKA,JOŠANIČKA BANJA,751,683
736996,RAŠKA,KAZNOVIĆE,322,308
737003,RAŠKA,KARADAK,58,56
737011,RAŠKA,KOVAČI,239,223
737020,RAŠKA,KORLAĆE,267,244
737038,RAŠKA,KRAVIĆE,142,128
737046,RAŠKA,KREMIĆE,117,117
737054,RAŠKA,KRUŠEVICA,181,180
737062,RAŠKA,KUĆANE,137,137
737089,RAŠKA,LISINA,97,92
737097,RAŠKA,LUKOVO,82,82
737119,RAŠKA,MILATKOVIĆE,97,97
737127,KRALJEVO,MILIĆE,201,196
737135,KRALJEVO,MLANČA,247,242
737143,RAŠKA,MURE,72,68
737151,RAŠKA,NOVO SELO,168,156
737160,RAŠKA,NOSOLJIN,211,210
737178,KRALJEVO,ORLJA GLAVA,158,156
737186,RAŠKA,PAVLICA,300,267
737194,RAŠKA,PANOJEVIĆE,124,122
737208,RAŠKA,PISKANJA,362,346
737216,KRALJEVO,PLANA,95,94
737224,RAŠKA,PLEŠIN,446,397
737232,RAŠKA,POBRĐE,265,237
737259,KRALJEVO,POLUMIR,236,227
737267,RAŠKA,POCESJE,129,129
737275,RAŠKA,RADOŠIĆE,129,124
737283,RAŠKA,RAKOVAC,260,240
737291,RAŠKA,RAŠKA,1229,1081
737305,RAŠKA,RVATI,360,337
737313,KRALJEVO,REKA,217,215
737321,RAŠKA,RUDNICA,202,194
737330,KRALJEVO,RUDNO,301,284
737348,KRALJEVO,SAVOVO,221,219
737356,RAŠKA,SEBIMILJE,239,201
737364,RAŠKA,SEMETEŠ,137,137
737372,RAŠKA,SUPNJE,983,799
737399,KRALJEVO,TADENJE,273,271
737402,RAŠKA,TIODŽE,93,93
737429,RAŠKA,TRNAVA,289,153
737437,RAŠKA,TUSNIĆ-PLAVKOVO,66,65
737445,KRALJEVO,UŠĆE,908,812
737453,KRALJEVO,CERJE,395,381
737461,RAŠKA,CRNA GLAVA,212,205
737470,RAŠKA,ŠIPAČINA,119,116
737488,REKOVAC,BARE,54,39
737496,REKOVAC,BELUŠIĆ,434,334
737500,REKOVAC,BOGALINAC,171,140
737518,REKOVAC,BRAJINOVAC,123,73
737526,REKOVAC,VELIKA KRUŠEVICA,218,175
737534,KRAGUJEVAC,VELIKA SUGUBINA,295,219
737542,KRAGUJEVAC,VELIKE PČELICE,782,581
737569,REKOVAC,VUKMANOVAC,292,197
737577,KRAGUJEVAC,GORNJA SABANTA,474,368
737585,TRSTENIK,GORNJI DUBIČ,95,95
737593,REKOVAC,DOBROSELICA,82,61
737607,REKOVAC,DRAGOVO,575,345
737615,KRAGUJEVAC,DULENE,334,250
737623,REKOVAC,ŽUPANJEVAC,261,193
737631,REKOVAC,KAVADAR,247,145
737640,REKOVAC,KALENIĆKI PRNJAVOR,106,86
737658,REKOVAC,KALUDRA,190,127
737666,REKOVAC,KOMARANE,190,185
737674,REKOVAC,LEPOJEVIĆ,193,182
737682,REKOVAC,LOMNICA,175,170
737704,REKOVAC,MALEŠEVO,72,52
737712,REKOVAC,MOTRIĆ,148,147
737739,REKOVAC,NADRLJE,193,154
737747,REKOVAC,OPARIĆ,426,273
737755,REKOVAC,PREVEŠT,225,173
737763,REKOVAC,RABENOVAC,78,70
737771,REKOVAC,RATKOVIĆ,419,300
737780,REKOVAC,REKOVAC,933,872
737798,REKOVAC,SEKURIČ,547,316
737801,REKOVAC,SIBNICA,200,161
737810,REKOVAC,SILJEVICA,200,151
737828,JAGODINA,SLATINA,177,150
737836,JAGODINA,STARO SELO,103,76
737844,REKOVAC,TEČIĆ,375,315
737852,REKOVAC,URSULE,210,113
737879,REKOVAC,CIKOT,213,169
737887,REKOVAC,ŠLJIVICA,95,68
737895,JAGODINA,BAGRDAN (VAROŠICA),185,149
737909,JAGODINA,BAGRDAN (SELO),437,379
737917,JAGODINA,BELICA,295,265
737925,REKOVAC,BEOČIĆ,255,166
737933,JAGODINA,BRESJE,286,221
737941,JAGODINA,BUKOVČE,433,352
737950,JAGODINA,BUNAR,316,279
737968,JAGODINA,VINORAČA,617,533
737976,JAGODINA,VOLJAVČE,823,710
737984,JAGODINA,VRANOVAC,176,155
737992,JAGODINA,VRBA,165,150
738000,JAGODINA,GLAVINCI,290,240
738018,JAGODINA,GLOGOVAC,631,556
738026,JAGODINA,GORNJE ŠTIPLJE,220,177
738034,JAGODINA,GORNJI RAČNIK,144,129
738042,ĆUPRIJA,DVORICA,112,86
738069,JAGODINA,DEONICA,399,325
738077,JAGODINA,DONJE ŠTIPLJE,319,249
738085,JAGODINA,DONJI RAČNIK,335,288
738093,JAGODINA,DRAGOCVET,566,490
738107,JAGODINA,DRAGOŠEVAC,330,259
738115,JAGODINA,DRAŽMIROVAC,241,191
738123,JAGODINA,DUBOKA,408,328
738131,JAGODINA,IVKOVAČKI PRNJAVOR,83,69
738140,ĆUPRIJA,JOVAC,619,423
738158,JAGODINA,JOŠANIČKI PRNJAVOR,85,63
738166,JAGODINA,KALENOVAC,71,49
738174,JAGODINA,KOVAČEVAC,144,114
738182,JAGODINA,KOLARE,257,218
738204,JAGODINA,KONČAREVO,764,737
738212,JAGODINA,KOČINO SELO,442,389
738239,JAGODINA,LANIŠTE,612,564
738247,JAGODINA,LOVCI,510,425
738255,JAGODINA,LOZOVIK,257,219
738263,REKOVAC,LOĆIKA,295,188
738271,JAGODINA,LUKAR,113,93
738280,JAGODINA,MAJUR,1158,955
738298,JAGODINA,MALI POPOVIĆ,205,186
738301,JAGODINA,MEDOJEVAC,125,106
738310,JAGODINA,MEĐUREČ,260,256
738328,ĆUPRIJA,MIJATOVAC,836,600
738336,JAGODINA,MILOŠEVO,811,675
738344,JAGODINA,MIŠEVIĆ,264,242
738352,ĆUPRIJA,OSTRIKOVAC,383,263
738379,JAGODINA,RAKITOVO,662,637
738387,JAGODINA,RIBARE,1577,1489
738395,JAGODINA,RIBNIK,193,155
738409,JAGODINA,JAGODINA,7202,6511
738417,PARAĆIN,SINJI VIR,142,105
738425,JAGODINA,SIOKOVAC,240,178
738433,JAGODINA,STRIŽILO,365,328
738441,JAGODINA,TOPOLA,20,13
738450,PARAĆIN,TREŠNJEVICA,565,367
738468,JAGODINA,TRNAVA,960,860
738476,JAGODINA,CRNČE,250,211
738484,JAGODINA,ŠANTAROVAC,286,182
738492,JAGODINA,ŠULJKOVAC,334,225
738506,SVILAJNAC,BOBOVO,879,663
738514,SVILAJNAC,BRESJE,160,114
738522,ŽABARI,VITEŽEVO,418,196
738549,SVILAJNAC,VOJSKA,594,406
738557,SVILAJNAC,VRLANE,136,113
738565,SVILAJNAC,GLOŽANE,605,450
738573,SVILAJNAC,GRABOVAC,575,407
738581,JAGODINA,DOBRA VODA,317,234
738590,SVILAJNAC,DUBLJE,717,586
738603,SVILAJNAC,DUBNICA,368,228
738611,SVILAJNAC,ĐURINAC,200,106
738620,DESPOTOVAC,JASENOVO,693,633
738638,SVILAJNAC,KUPINOVAC,227,145
738646,SVILAJNAC,KUŠILJEVO,1328,1208
738654,SVILAJNAC,LUKOVICA,432,396
738662,SVILAJNAC,MAČEVAC,132,99
738689,SVILAJNAC,PROŠTINAC,177,122
738697,SVILAJNAC,RADOŠIN,273,250
738719,JAGODINA,RAJKINAC,285,236
738727,SVILAJNAC,ROANDA,421,262
738735,SVILAJNAC,ROĆEVAC,252,137
738743,SVILAJNAC,SVILAJNAC,4417,3906
738751,SVILAJNAC,SEDLARE,413,274
738760,SVILAJNAC,SUBOTICA,454,320
738778,SVILAJNAC,TROPONJE,605,448
738786,SVILAJNAC,CRKVENAC,749,568
738794,SVRLJIG,BELOINJE,364,268
738808,SVRLJIG,BURDIMO,396,320
738816,SVRLJIG,BUČUM,217,193
738824,SVRLJIG,VAROŠ,253,233
738832,SVRLJIG,VLAHOVO,229,198
738859,SVRLJIG,GALIBABINAC,514,452
738867,SVRLJIG,GOJMANOVAC,131,108
738875,SVRLJIG,GRBAVČE,643,534
738883,SVRLJIG,GULIJAN,367,339
738891,SVRLJIG,GUŠEVAC,302,236
738905,SVRLJIG,DAVIDOVAC I,244,216
738913,SVRLJIG,DAVIDOVAC II,52,49
738921,SVRLJIG,DRAJINAC,468,351
738930,SVRLJIG,ĐURINAC,203,146
738948,SVRLJIG,ŽELJEVO,105,68
738956,SVRLJIG,IZVOR,636,481
738964,SVRLJIG,KOPAJKOŠARA,142,116
738972,SVRLJIG,LALINAC,433,373
738999,SVRLJIG,LOZAN,202,167
739006,SVRLJIG,LUKOVO,381,343
739014,SVRLJIG,MANOJLICA,310,257
739022,SVRLJIG,MERDŽELAT,174,127
739049,SVRLJIG,MEČJI DO,79,61
739057,KNJAŽEVAC,MILJKOVAC,240,228
739065,SVRLJIG,NIŠEVAC,419,355
739073,SVRLJIG,OKOLIŠTE,198,175
739081,SVRLJIG,OKRUGLICA,298,262
739090,SVRLJIG,PALILULA,109,89
739103,SVRLJIG,PERIŠ,328,268
739111,SVRLJIG,PIRKOVAC,79,64
739120,SVRLJIG,PLUŽINA,382,296
739138,SVRLJIG,POPŠICA,280,240
739146,SVRLJIG,PREKONOGA,549,443
739154,SVRLJIG,RADMIROVAC,187,156
739162,SVRLJIG,RIBARE,285,236
739189,SVRLJIG,SVRLJIG,2912,2092
739197,SVRLJIG,SLIVJE,116,111
739219,SVRLJIG,TIJOVAC,175,149
739227,SVRLJIG,CRNOLJEVICA,289,242
739235,SVRLJIG,ŠLJIVOVIK,188,166
739243,PRIJEPOLJE,ALJINOVIĆI,219,198
739251,SJENICA,BAGAČIĆE,149,131
739260,SJENICA,BARE,149,126
739278,SJENICA,BAČIJA,76,75
739286,SJENICA,BOŽOV POTOK,112,105
739294,SJENICA,BOLJARE,84,77
739308,SJENICA,BRNJICA,260,229
739316,SJENICA,BUĐEVO,166,151
739324,SJENICA,VAPA,148,121
739332,SJENICA,VIŠNJEVA,120,103
739359,SJENICA,VRSJENICE,102,73
739367,PRIJEPOLJE,GORNJE GORAČIĆE,114,107
739375,SJENICA,GORNJE LOPIŽE,103,98
739383,SJENICA,GOŠEVO,244,228
739391,SJENICA,DOLIĆE,180,150
739405,SJENICA,DONJE GORAČIĆE,88,79
739413,SJENICA,DONJE LOPIŽE,213,184
739421,SJENICA,DRAGOJLOVIĆE,156,122
739430,SJENICA,DRAŽEVIĆE,144,109
739448,SJENICA,DRUŽINIĆE,53,45
739456,SJENICA,DUBNICA,160,112
739464,SJENICA,DUGA POLJANA,340,256
739472,SJENICA,DUJKE,144,119
739499,SJENICA,DUNIŠIĆE,94,76
739502,SJENICA,ŽABREN,196,169
739529,SJENICA,ŽITNIĆE,172,127
739537,SJENICA,ZAJEČIĆE,213,146
739545,SJENICA,ZAHUMSKO,245,216
739553,SJENICA,KAMEŠNICA,155,119
739561,PRIJEPOLJE,KARAULA,42,37
739570,SJENICA,KIJEVCI,106,78
739588,SJENICA,KLADNICA,246,199
739596,SJENICA,KRAJINOVIĆE,185,163
739600,SJENICA,KRSTAC,119,105
739618,SJENICA,KRĆE,112,73
739626,SJENICA,MAŠOVIĆE,148,125
739634,PRIJEPOLJE,MILOŠEV DO,204,198
739642,NOVA VAROŠ,MIŠEVIĆI,142,123
739669,SJENICA,PONORAC,123,104
739677,SJENICA,PRALJA,43,40
739685,SJENICA,RAŽDAGINJA,256,217
739693,SJENICA,RASNO,229,170
739707,SJENICA,RAŠKOVIĆE,76,56
739715,SJENICA,SJENICA,4052,3194
739723,SJENICA,STUP,239,214
739731,SJENICA,SUGUBINE,110,99
739740,SJENICA,TRIJEBINE,343,289
739758,SJENICA,TUZINJE,260,207
739766,SJENICA,UVAC,79,60
739774,SJENICA,UGAO,260,204
739782,SJENICA,URSULE,295,232
739804,SJENICA,FIJULJ,67,51
739812,SJENICA,CARIČINA,43,36
739839,SJENICA,CETANOVIĆE,189,135
739847,SJENICA,ČEDOVO,125,104
739855,SJENICA,ŠARE,312,256
739863,SJENICA,ŠTAVALJ,461,392
739871,SJENICA,ŠUŠURE,79,70
739880,SMEDEREVO,BADLJEVICA,185,146
739898,SMEDEREVO,BINOVAC,222,150
739901,SMEDEREVO,VODANJ,537,340
739910,SMEDEREVO,VRANOVO,852,545
739928,SMEDEREVO,VRBOVAC,400,279
739936,SMEDEREVO,VUČAK,774,478
739944,SMEDEREVO,DOBRI DO,563,359
739952,SMEDEREVO,DRUGOVAC I,686,476
739987,MLADENOVAC,DUBONA,583,430
739995,SMEDEREVO,KOLARI,562,359
740004,SMEDEREVO,KULIČ,141,124
740012,SMEDEREVO,LANDOL,895,566
740039,SMEDEREVO,LIPE I,1246,1170
740047,SMEDEREVO,LIPE II,1904,1784
740055,SMEDEREVO,LUGAVČINA,1321,1252
740063,SMEDEREVO,MALA KRSNA,591,394
740071,SMEDEREVO,MALO ORAŠJE,442,295
740080,SMEDEREVO,MIHAJLOVAC,1237,879
740098,SMEDEREVO,OSIPAONICA,1359,991
740101,SMEDEREVO,PETRIJEVO,788,530
740110,SMEDEREVO,RADINAC,1453,921
740128,SMEDEREVO,RALJA,447,288
740136,SMEDEREVO,SEONE,793,551
740144,SMEDEREVO,SKOBALJ,760,535
740152,SMEDEREVO,SMEDEREVO,12418,10967
740179,SMEDEREVO,SUVODOL,355,239
740187,SMEDEREVO,UDOVICE,1082,772
740195,SMEDEREVO,ŠALINAC,306,238
740209,SMEDEREVSKA PALANKA,AZANJA,2381,1746
740217,SMEDEREVSKA PALANKA,BANIČINA,711,447
740225,SMEDEREVSKA PALANKA,BAČINAC,281,187
740233,SMEDEREVSKA PALANKA,BAŠIN,285,264
740241,MLADENOVAC,VELIKA KRSNA,1444,1136
740250,SMEDEREVSKA PALANKA,VLAŠKI DO,595,415
740268,SMEDEREVSKA PALANKA,VODICE,480,275
740276,SMEDEREVSKA PALANKA,GLIBOVAC I,1133,792
740284,SMEDEREVSKA PALANKA,GLIBOVAC II,12,6
740292,SMEDEREVSKA PALANKA,GOLOBOK,998,707
740306,MLADENOVAC,GRANICE,579,504
740314,SMEDEREVSKA PALANKA,GRČAC,465,266
740349,MLADENOVAC,JAGNJILO,920,706
740357,MLADENOVAC,KOVAČEVAC,1788,1348
740365,SMEDEREVSKA PALANKA,KUSADAK,2628,1697
740373,SMEDEREVO,LUNJEVAC,233,201
740381,SMEDEREVSKA PALANKA,MRAMORAC,327,130
740390,SMEDEREVSKA PALANKA,PRIDVORICE,435,403
740403,MLADENOVAC,RABROVAC,532,404
740411,SMEDEREVSKA PALANKA,RATARI,1133,769
740420,SMEDEREVSKA PALANKA,SELEVAC,1921,1348
740438,SMEDEREVSKA PALANKA,SMEDEREVSKA PALANKA I,6692,6211
740446,SMEDEREVSKA PALANKA,SMEDEREVSKA PALANKA II,971,700
740454,SMEDEREVSKA PALANKA,STOJAČAK,288,183
740462,SMEDEREVSKA PALANKA,CEROVAC,596,554
740489,SOKOBANJA,BELI POTOK,152,144
740497,SOKOBANJA,BLENDIJA,309,287
740519,SOKOBANJA,BOGDINAC,180,158
740527,SOKOBANJA,VRBOVAC,439,397
740535,SOKOBANJA,VRMDŽA,735,677
740543,SOKOBANJA,DUGO POLJE,634,589
740551,SOKOBANJA,ŽUČKOVAC,289,227
740560,SOKOBANJA,JEZERO,338,293
740578,SOKOBANJA,JOŠANICA,851,749
740586,SVRLJIG,LABUKOVO,264,238
740594,SOKOBANJA,MILUŠINAC,437,424
740608,SOKOBANJA,MUŽINAC,303,272
740616,SOKOBANJA,NIKOLINAC,367,323
740624,SOKOBANJA,NOVO SELO,127,107
740632,SOKOBANJA,PORUŽNICA,227,201
740659,ALEKSINAC,PREKONOZI,182,149
740667,SOKOBANJA,RADENKOVAC,243,221
740675,SOKOBANJA,RESNIK,608,574
740683,ALEKSINAC,RSOVAC,262,220
740691,SOKOBANJA,RUJEVICA,180,150
740705,BOLJEVAC,RUJIŠTE,553,479
740713,SOKOBANJA,SESALAC,472,431
740721,SOKOBANJA,SOKOBANJA,3594,3172
740730,SOKOBANJA,TRGOVIŠTE,199,151
740748,SOKOBANJA,TRUBAREVAC,571,504
740756,SOKOBANJA,CEROVICA,89,87
740764,SOKOBANJA,ČITLUK,793,723
740772,SOKOBANJA,ŠARBANOVAC,500,426
740799,SURDULICA,ALAKINCE,509,427
740802,SURDULICA,BACIJEVCE,82,79
740829,SURDULICA,BINOVCE,208,168
740837,SURDULICA,BITVRĐA,243,240
740845,SURDULICA,VLASINA OKRUGLICA,592,552
740853,SURDULICA,VLASINA RID,1286,1106
740861,SURDULICA,VLASINA STOJKOVIĆEVA,479,386
740870,SURDULICA,VUČADELCE,119,116
740888,SURDULICA,GORNJA KOZNICA,43,37
740896,SURDULICA,GORNJE ROMANOVCE,167,162
740900,SURDULICA,DANJINO SELO,69,57
740918,SURDULICA,DIKAVA,154,139
740926,SURDULICA,DONJE ROMANOVCE,179,153
740934,SURDULICA,DUGI DEL,51,49
740942,SURDULICA,DUGOJNICA,135,130
740969,SURDULICA,ZAGUŽANJE,296,234
740977,SURDULICA,JELAŠNICA,570,479
740985,SURDULICA,KALABOVCE,58,54
740993,SURDULICA,KIJEVAC,356,337
741019,VLADIČIN HAN,LEBET,96,88
741027,SURDULICA,LESKOVA BARA,115,93
741035,SURDULICA,MASURICA,500,415
741043,SURDULICA,MAČKATICA,368,368
741051,SURDULICA,NOVO SELO,359,359
741060,SURDULICA,RĐAVICA,83,81
741078,SURDULICA,STAJKOVCE,142,130
741086,SURDULICA,SUVOJNICA,396,320
741094,SURDULICA,SURDULICA,3246,3035
741108,SURDULICA,TOPLI DO,158,148
741116,SURDULICA,ĆURKOVICA,143,130
741124,UŽICE,BIOSKA,1418,799
741132,UŽICE,BUAR,733,369
741159,UŽICE,VRUTCI,265,149
741167,UŽICE,GORJANI,423,252
741175,UŽICE,GOSTINICA,636,355
741183,UŽICE,GUBIN DO,332,194
741191,UŽICE,DOBRODO,187,173
741205,UŽICE,DREŽNIK,652,365
741213,UŽICE,DRIJETANJ,922,645
741221,UŽICE,DUBOKO,554,301
741230,UŽICE,ZBOJŠTICA,176,87
741248,UŽICE,ZLAKUSA,343,241
741256,UŽICE,KAMENICA,350,208
741264,UŽICE,KARAN,453,263
741272,UŽICE,KAČER,435,266
741299,UŽICE,KRVAVCI,180,98
741329,UŽICE,LELIĆI,304,177
741337,UŽICE,LJUBANJE,773,408
741345,ČAJETINA,MAČKAT,609,451
741353,UŽICE,NIKOJEVIĆI,331,192
741361,UŽICE,PONIKOVICA,243,215
741370,UŽICE,POTOČANJE,319,215
741388,UŽICE,POTPEĆE,301,198
741396,UŽICE,RAVNI,446,237
741400,UŽICE,RIBAŠEVINA,407,240
741418,SEVOJNO,SEVOJNO,1920,1837
741426,UŽICE,SKRŽUTI,623,305
741434,UŽICE,STAPARI,1457,761
741442,UŽICE,UŽICE,9523,9286
741469,ČAJETINA,TRIPKOVA,279,220
741477,UŽICE,TRNAVA,376,244
741485,TRSTENIK,BOGDANJE,405,401
741493,TRSTENIK,BOŽUREVAC,103,103
741507,TRSTENIK,BREZOVICA,267,262
741515,TRSTENIK,BRESNO POLJE,229,223
741523,TRSTENIK,BUČJE,268,259
741531,TRSTENIK,VELIKA DRENOVA,982,967
741540,TRSTENIK,VELUĆE,175,168
741558,VRNJAČKA BANJA,VRNJAČKA BANJA,5179,4411
741566,TRSTENIK,GOLUBOVAC,105,100
741574,TRSTENIK,GORNJA CRNIŠAVA,163,158
741582,TRSTENIK,GORNJI RIBNIK,172,165
741604,VRNJAČKA BANJA,GOČ,276,197
741612,TRSTENIK,GRABOVAC,44,39
741639,TRSTENIK,DONJA CRNIŠAVA,153,153
741647,TRSTENIK,DONJI DUBIČ,95,93
741655,TRSTENIK,DONJI RIBNIK,174,168
741663,TRSTENIK,DUBLJE,203,202
741671,TRSTENIK,JASIKOVICA,255,251
741680,TRSTENIK,KAMENJAČA,149,144
741698,KRUŠEVAC,LAZAREVAC,193,190
741701,VRNJAČKA BANJA,LIPOVA,648,589
741710,TRSTENIK,LOBODER,95,94
741728,TRSTENIK,LOZNA,137,133
741736,TRSTENIK,LOPAŠ,330,322
741744,TRSTENIK,MALA DRENOVA,243,241
741752,TRSTENIK,MALA SUGUBINA,121,119
741779,TRSTENIK,MEDVEĐA,1108,1089
741787,TRSTENIK,MIJAJLOVAC,202,200
741795,TRSTENIK,MILUTOVAC,693,688
741809,VRNJAČKA BANJA,NOVO SELO,2020,1488
741817,TRSTENIK,OKRUGLICA,102,100
741825,TRSTENIK,OMAŠNICA,476,471
741833,TRSTENIK,OSAONICA,18,17
741841,TRSTENIK,ODŽACI,581,570
741850,TRSTENIK,PAJSAK,17,15
741868,TRSTENIK,PLANINICA,117,115
741876,TRSTENIK,POLJNA,395,393
741884,TRSTENIK,POPINA,194,191
741892,TRSTENIK,POČEKOVINA,277,266
741906,TRSTENIK,PRNJAVOR,178,176
741914,TRSTENIK,RAJINAC,159,159
741922,TRSTENIK,RIĐEVŠTICA,203,197
741949,TRSTENIK,RILJAC,300,296
741957,VRNJAČKA BANJA,RSAVCI,194,122
741965,VRNJAČKA BANJA,RUĐINCI,1416,1197
741973,TRSTENIK,RUJIŠNIK,164,164
741981,TRSTENIK,SELIŠTE,290,288
741990,VRNJAČKA BANJA,STANIŠINCI,507,360
742007,TRSTENIK,STARI TRSTENIK,268,265
742015,TRSTENIK,STOPANJA,470,462
742023,TRSTENIK,STRAGARI,217,214
742031,TRSTENIK,STUBLICA,81,81
742040,TRSTENIK,TOBOLAC,200,196
742058,TRSTENIK,TRSTENIK,3096,3037
742066,TRSTENIK,UGLJAREVO,189,186
742074,TRSTENIK,ČAIRI,193,191
742082,VRNJAČKA BANJA,ŠTULAC,706,541
742104,TUTIN,ARAPOVIĆE,96,81
742112,TUTIN,BAĆICA,199,176
742139,TUTIN,BOROŠTICA,97,82
742147,TUTIN,BRAĆAK,64,61
742155,TUTIN,BUJKOVIĆE,34,29
742163,TUTIN,VELJE POLJE,222,153
