ko_maticni_broj,municipalityName,cadmunName,parcels_total,parcels_with_buildings
716588,KLADOVO,VELESNICA,315,244
716596,KLADOVO,VELIKA VRBICA,507,418
716600,KLADOVO,VELIKA KAMENICA,654,511
716618,KLADOVO,GRABOVICA,758,585
716626,KLADOVO,DAVIDOVAC,268,251
716634,KLADOVO,KLADOVO,2849,2647
716642,KLADOVO,KLADUŠNICA,322,296
716669,KLADOVO,KORBOVO,603,518
716677,KLADOVO,KOSTOL,438,336
716685,KLADOVO,LJUBIČEVAC,508,433
716693,KLADOVO,MALA VRBICA,391,310
716707,KLADOVO,MANASTIRICA,179,132
716715,KLADOVO,MILUTINOVAC,163,133
716723,KLADOVO,SIP,375,349
716731,KLADOVO,PETROVO SELO,398,278
716740,KLADOVO,PODVRŠKA,906,692
716758,KLADOVO,REČICA,42,39
716766,KLADOVO,RTKOVO,573,462
716774,KLADOVO,TEKIJA,615,546
716782,KLADOVO,BRZA PALANKA,881,716
716804,NEGOTIN,VRATNA,307,259
716812,NEGOTIN,JABUKOVAC,2393,2154
716839,KLADOVO,KUPUZIŠTE,348,242
716847,NEGOTIN,MALA KAMENICA,411,375
716855,NEGOTIN,MALAJNICA,373,275
716863,NEGOTIN,MIHAJLOVAC,797,700
716871,NEGOTIN,PLAVNA,716,578
716880,KLADOVO,REKA,226,153
716898,NEGOTIN,SLATINA,473,430
716901,NEGOTIN,UROVICA,1732,1543
716910,NEGOTIN,ŠTUBIK I,975,868
716928,KRAGUJEVAC,ADŽINE LIVADE,125,87
716936,KNIĆ,BAJČETINA,81,59
716944,KNIĆ,BALOSAVE,281,209
716952,KNIĆ,BARE,278,179
716979,KNIĆ,BEČEVICA,276,218
716987,KNIĆ,BORAČ,530,394
716995,KNIĆ,BRESTOVAC,125,102
717002,KNIĆ,BRNJICA,230,213
717029,KNIĆ,BUMBAREVO BRDO,272,186
717037,KRAGUJEVAC,VELIKI ŠENJ,197,145
717045,KRAGUJEVAC,VINJIŠTE,263,250
717053,KRALJEVO,VITANOVAC,977,889
717061,KRALJEVO,VITKOVAC,497,457
717070,KNIĆ,VRBETA,140,104
717088,KNIĆ,VUČKOVICA,463,432
717096,KRALJEVO,GLEDIĆ,369,357
717100,KRALJEVO,GODAČICA,550,504
717118,KRAGUJEVAC,GOLOČELO,302,276
717126,KRAGUJEVAC,GORNJE GRBICE I,140,132
717142,KNIĆ,GRABOVAC,426,276
717169,KNIĆ,GRIVAC,237,141
717177,KRAGUJEVAC,GROŠNICA I,825,777
717193,KNIĆ,GRUŽA,96,88
717207,KNIĆ,GUBEREVAC,575,390
717215,KNIĆ,GUNCATI,689,466
717223,KRAGUJEVAC,DIVOSTIN,308,291
717231,KRAGUJEVAC,DOBRAČA,276,176
717240,KRAGUJEVAC,DONJE GRBICE,360,344
717258,KRAGUJEVAC,DRAGOBRAĆA,529,489
717266,KNIĆ,DRAGUŠICA,175,149
717274,KRAGUJEVAC,DRAČA,782,730
717282,KRAGUJEVAC,DRENOVAC,241,212
717304,KRALJEVO,DRLUPA,86,84
717312,KNIĆ,DUBRAVA,72,46
717339,KRAGUJEVAC,ĐURISELO,360,344
717347,KRAGUJEVAC,ERDEČ,60,55
717355,KNIĆ,ŽUNJE,258,169
717363,KNIĆ,ZABOJNICA,280,194
717371,KRALJEVO,ZAKUTA,130,124
717380,KRAGUJEVAC,KAMENICA,354,314
717398,KNIĆ,KIKOJEVAC,114,55
717401,KNIĆ,KNEŽEVAC,152,113
717410,KNIĆ,KNIĆ,1325,1046
717428,KNIĆ,KONJUŠA,117,90
717444,KNIĆ,KUSOVAC,83,67
717452,KRAGUJEVAC,KUTLOVO,210,129
717479,KNIĆ,LESKOVAC,206,155
717487,KRALJEVO,LEŠEVO,131,123
717495,KNIĆ,LIPNICA,415,277
717509,KNIĆ,LJUBIĆ,259,183
717517,KNIĆ,LJULJACI,280,204
717525,KRAGUJEVAC,MALA VRBICA,139,91
717541,KRALJEVO,MILAVČIĆI,212,181
717550,KRALJEVO,MILAKOVAC,266,244
717568,KNIĆ,OPLANIĆ,250,160
717576,KNIĆ,PAJSIJEVIĆ,486,338
717584,KRALJEVO,PETROPOLJE,177,166
717592,KRALJEVO,PEČENOG,304,285
717606,KRAGUJEVAC,POSKURICE,373,336
717614,KRAGUJEVAC,PREKOPEČA,88,81
717622,KNIĆ,PRETOKE,438,324
717649,KRALJEVO,RAVANICA,362,330
717657,KNIĆ,RADMILOVIĆ,200,155
717665,KRAGUJEVAC,RAMAĆA,366,310
717673,KNIĆ,RAŠKOVIĆ,136,128
717681,KRAGUJEVAC,ROGOJEVAC,217,112
717690,KRALJEVO,SIBNICA,141,131
717711,KRALJEVO,STUBAL,639,580
717720,KNIĆ,SUMOROVAC,88,81
717738,KNIĆ,TOPONICA,210,163
717746,KRAGUJEVAC,TREŠNJEVAK,96,89
717754,KRAGUJEVAC,UGLJAREVAC,85,69
717762,KNIĆ,ČESTIN,544,406
717789,KRALJEVO,ČUKOJEVAC,690,616
717797,KRAGUJEVAC,ŠLJIVOVAC,264,246
717819,KNJAŽEVAC,ALDINA REKA,131,131
717827,KNJAŽEVAC,ALDINAC,305,302
717835,KNJAŽEVAC,BALANOVAC,299,269
717843,KNJAŽEVAC,BALINAC,298,295
717851,KNJAŽEVAC,BALTA BERILOVAC,231,226
717860,KNJAŽEVAC,BANJSKI OREŠAC,197,175
717878,KNJAŽEVAC,BELI POTOK,489,483
717886,KNJAŽEVAC,BERČINOVAC,219,211
717894,KNJAŽEVAC,BOŽINOVAC,109,109
717908,ZAJEČAR,BOROVAC,289,286
717916,KNJAŽEVAC,BULINOVAC,136,118
717924,KNJAŽEVAC,BUČJE,682,673
717932,KNJAŽEVAC,VALEVAC,313,291
717959,KNJAŽEVAC,VASILJ,714,667
717967,KNJAŽEVAC,VIDOVAC,114,109
717975,KNJAŽEVAC,VINA,282,278
717983,KNJAŽEVAC,VITKOVAC,454,432
717991,KNJAŽEVAC,VLAŠKO POLJE,210,203
718009,ZAJEČAR,VRBICA,434,419
718017,KNJAŽEVAC,VRTOVAC,356,343
718025,KNJAŽEVAC,GABROVNICA,229,225
718033,KNJAŽEVAC,GLOGOVAC,91,85
718041,KNJAŽEVAC,GORNJA KAMENICA,566,557
718050,KNJAŽEVAC,GORNJA SOKOLOVICA,128,125
718068,KNJAŽEVAC,GORNJE ZUNIČE,280,260
718076,KNJAŽEVAC,GRADIŠTE,54,51
718084,KNJAŽEVAC,GREZNA,179,163
718092,KNJAŽEVAC,DEBELICA,428,403
718106,KNJAŽEVAC,DEJANOVAC,181,180
718114,KNJAŽEVAC,DONJA KAMENICA,533,532
718122,KNJAŽEVAC,DONJA SOKOLOVICA,206,203
718149,KNJAŽEVAC,DONJE ZUNIČE,273,253
718157,KNJAŽEVAC,DRVNIK,97,97
718165,KNJAŽEVAC,DRENOVAC,202,187
718173,KNJAŽEVAC,DREČINOVAC,78,65
718181,KNJAŽEVAC,ŽLNE,553,547
718190,KNJAŽEVAC,ŽUKOVAC,187,179
718203,KNJAŽEVAC,ZORUNOVAC,238,233
718211,KNJAŽEVAC,ZUBETINAC,342,325
718220,KNJAŽEVAC,INOVO,140,134
718238,KNJAŽEVAC,JAKOVAC,444,418
718246,KNJAŽEVAC,JALOVIK IZVOR,591,569
718254,KNJAŽEVAC,JANJA,105,100
718262,KNJAŽEVAC,JELAŠNICA,322,306
718289,KNJAŽEVAC,KALIČINA,186,162
718297,KNJAŽEVAC,KALNA,503,482
718319,KNJAŽEVAC,KANDALICA,122,117
718327,KNJAŽEVAC,KNJAŽEVAC,5454,5186
718335,KNJAŽEVAC,KOŽELJ,265,252
718343,KNJAŽEVAC,KRENTA,180,175
718351,KNJAŽEVAC,LEPENA,152,144
718360,KNJAŽEVAC,LOKVA,199,194
718378,ZAJEČAR,MALI IZVOR,536,509
718386,KNJAŽEVAC,MANJINAC,198,188
718394,ZAJEČAR,MARINOVAC,402,395
718408,KNJAŽEVAC,MINIĆEVO,462,433
718416,KNJAŽEVAC,MUČIBABA,193,179
718424,KNJAŽEVAC,NOVO KORITO,737,723
718432,KNJAŽEVAC,OREŠAC,424,366
718459,KNJAŽEVAC,OŠLJANE,556,536
718467,KNJAŽEVAC,PAPRATNA,173,171
718475,KNJAŽEVAC,PETRUŠA,116,115
718483,KNJAŽEVAC,PONOR,326,323
718491,KNJAŽEVAC,POTRKANJE,129,121
718505,KNJAŽEVAC,PRIČEVAC,119,111
718513,KNJAŽEVAC,RAVNA,269,257
718521,KNJAŽEVAC,RAVNO BUČJE,150,150
718530,KNJAŽEVAC,RADIČEVAC,250,243
718548,KNJAŽEVAC,RGOŠTE,343,326
718556,KNJAŽEVAC,REPUŠNICA,200,200
718564,KNJAŽEVAC,SVRLJIŠKA TOPLA,188,179
718572,ZAJEČAR,SELAČKA,382,365
718599,KNJAŽEVAC,SKROBNICA,467,460
718602,KNJAŽEVAC,SLATINA,132,123
718629,KNJAŽEVAC,STANJINAC,238,235
718637,KNJAŽEVAC,STARO KORITO,103,98
718645,KNJAŽEVAC,STOGAZOVAC,209,203
718653,KNJAŽEVAC,TATRASNICA,185,185
718661,KNJAŽEVAC,TRGOVIŠTE,816,715
718670,KNJAŽEVAC,TRNOVAC,249,231
718688,KNJAŽEVAC,ĆUŠTICA,444,422
718696,KNJAŽEVAC,CRVENJE,272,263
718700,KNJAŽEVAC,CRNI VRH,658,630
718718,KNJAŽEVAC,ŠARBANOVAC,101,99
718726,KNJAŽEVAC,ŠESTI GABAR,347,340
718734,KNJAŽEVAC,ŠTIPINA,318,292
718742,KNJAŽEVAC,ŠTITARAC,110,104
718769,KNJAŽEVAC,ŠTRBAC,288,270
718777,KNJAŽEVAC,ŠUMAN TOPLA,90,79
718785,KOSJERIĆ,BJELOPERICA,214,163
718793,KOSJERIĆ,BRAJKOVIĆI,548,406
718807,KOSJERIĆ,GALOVIĆI,239,162
718815,KOSJERIĆ,GODEČEVO I,521,303
718823,KOSJERIĆ,GODEČEVO II,117,79
718831,KOSJERIĆ,GODLJEVO,302,209
718840,KOSJERIĆ,DRENOVCI,414,313
718858,KOSJERIĆ,DUBNICA,110,82
718866,KOSJERIĆ,KOSJERIĆ (VAROŠ),1473,1396
718874,KOSJERIĆ,KOSJERIĆ (SELO),700,485
718882,KOSJERIĆ,MAKOVIŠTE I,744,394
718904,KOSJERIĆ,MAKOVIŠTE II,141,79
718912,KOSJERIĆ,MIONICA,147,116
718939,KOSJERIĆ,MRČIĆI,354,276
718947,KOSJERIĆ,MUŠIĆI,297,199
718955,KOSJERIĆ,PARAMUN,138,90
718963,KOSJERIĆ,POLOŠNICA I,115,73
718971,KOSJERIĆ,POLOŠNICA II,134,100
718980,KOSJERIĆ,RADANOVCI,469,326
718998,KOSJERIĆ,ROSIĆI,250,196
719005,KOSJERIĆ,RUDA BUKVA,140,88
719013,KOSJERIĆ,SEČA REKA,843,635
719021,KOSJERIĆ,SKAKAVCI,241,195
719030,KOSJERIĆ,STOJIĆI,192,137
719048,KOSJERIĆ,SUBJEL,189,129
719056,VALJEVO,TAOR,376,319
719064,KOSJERIĆ,TUBIĆI,344,232
719072,KOSJERIĆ,CIKOTE,224,148
719099,KOSJERIĆ,ŠEVRLJUGE,177,126
719102,KRAGUJEVAC,BALJKOVAC,291,280
719129,BATOČINA,BATOČINA (VAROŠICA),1767,1479
719137,BATOČINA,BATOČINA (SELO),304,251
719153,KRAGUJEVAC,BOTUNJE,498,372
719161,BATOČINA,BRZAN,1387,1067
719170,KRAGUJEVAC,BUKOROVAC,306,234
719188,RAČA,VOJINOVAC,95,62
719196,KRAGUJEVAC,GORNJE KOMARICE,361,263
719200,KRAGUJEVAC,DESIMIROVAC,810,755
719218,BATOČINA,DOBROVODICA,276,180
719226,KRAGUJEVAC,DONJA SABANTA,447,345
719234,KRAGUJEVAC,DONJE KOMARICE,433,361
719269,BATOČINA,ŽIROVNICA,410,257
719285,KRAGUJEVAC,JABUČJE,127,116
719293,KRAGUJEVAC,JOVANOVAC,614,575
719307,BATOČINA,KIJEVO,310,244
719315,KRAGUJEVAC,KORMAN,473,452
719331,KRAGUJEVAC,LUŽNICE,652,600
719340,KRAGUJEVAC,MALI ŠENJ,77,73
719358,KRAGUJEVAC,MARŠIĆ,172,166
719366,BATOČINA,MILATOVAC,394,363
719374,KRAGUJEVAC,MIRONIĆ,79,75
719382,BATOČINA,NIKŠIĆ,176,156
719404,KRAGUJEVAC,NOVI MILANOVAC,188,181
719412,KRAGUJEVAC,OPORNICA,412,363
719439,KRAGUJEVAC,PAJAZITOVO,172,158
719455,BATOČINA,PRNJAVOR,159,148
719463,KRAGUJEVAC,RESNIK,915,873
719471,TOPOLA,SVETLIĆ,185,154
719498,KRAGUJEVAC,TRMBAS,389,366
719501,KRAGUJEVAC,CVETOJEVAC,386,360
719510,KRAGUJEVAC,CEROVAC,500,456
719528,KRAGUJEVAC,ČUMIĆ,936,838
719536,KRALJEVO,ADRANI,1059,930
719544,KRALJEVO,BAPSKO POLJE,122,109
719552,KRALJEVO,BOGUTOVAC,555,506
719579,KRALJEVO,BREZNA,272,249
719587,KRALJEVO,BRESNIK,235,229
719595,KRALJEVO,BUKOVICA,363,268
719609,VRNJAČKA BANJA,VRANEŠI,765,572
719617,KRALJEVO,VRBA,619,536
719625,KRALJEVO,VRDILA,630,460
719633,VRNJAČKA BANJA,VUKUŠICA,137,92
719641,KRALJEVO,GOKČANICA,358,349
719650,KRALJEVO,GOTOVAC,413,359
719668,VRNJAČKA BANJA,GRAČAC,1108,833
719676,KRALJEVO,GRDICA,410,361
719684,KRALJEVO,DEDEVCI,210,200
719692,KRALJEVO,DRAGOSINJCI,460,419
719706,KRALJEVO,DRAKČIĆI,349,302
719714,KRALJEVO,ZAKLOPAČA,460,411
719722,KRALJEVO,ZAMČANJE,31,27
719749,KRALJEVO,JARČUJAK,1057,891
719757,KRALJEVO,KAMENICA,271,237
719765,KRALJEVO,KOVANLUK,981,838
719773,KRALJEVO,KOVAČI,1889,1631
719781,KRALJEVO,KONAREVO,1613,1389
719790,KRALJEVO,KRALJEVO,7899,6983
719803,KRALJEVO,KRUŠEVICA,1730,1471
719811,KRALJEVO,LAĐEVCI,719,695
719820,KRALJEVO,LOPATNICA,286,256
719838,KRALJEVO,MAGLIČ,103,98
719846,KRALJEVO,MATARUGE,1225,1081
719854,KRALJEVO,MELJANICA,231,199
719862,KRALJEVO,METIKOŠ,311,274
719889,KRALJEVO,MILOČAJ,576,539
719897,KRALJEVO,MRSAĆ,574,490
719919,KRALJEVO,MUSINA REKA,117,106
719927,KRALJEVO,OBRVA,387,354
719935,KRALJEVO,OPLANIĆI,458,390
719943,VRNJAČKA BANJA,OTROCI,418,304
719951,KRALJEVO,PEKČANICA,275,266
719960,VRNJAČKA BANJA,PODUNAVCI,679,505
719978,KRALJEVO,POPOVIĆI,164,158
719986,KRALJEVO,PREDOLE,279,276
719994,KRALJEVO,PROGORELICA,464,412
720003,KRALJEVO,RATINA,1487,1286
720011,KRALJEVO,RIBNICA,2754,2362
720020,KRALJEVO,ROĆEVIĆI,215,205
720038,KRALJEVO,RUDNJAK,365,357
720046,KRALJEVO,SAMAILA,758,695
720054,KRALJEVO,SIRČA,684,587
720062,KRALJEVO,TRGOVIŠTE,111,100
720089,KRALJEVO,CVETKE,511,497
720097,KRALJEVO,ČIBUKOVAC,821,699
720119,KRUPANJ,BANJEVAC,218,169
720127,OSEČINA,BASTAV,290,230
720135,KRUPANJ,BELA CRKVA,404,380
720143,OSEČINA,BELOTIĆ,320,254
720151,KRUPANJ,BOGOŠTICA,128,98
720160,KRUPANJ,BREZOVICE,467,386
720178,KRUPANJ,BRŠTICA,417,326
720186,MALI ZVORNIK,BUDIŠIĆ,180,164
720194,KRUPANJ,VRBIĆ,205,179
720208,MALI ZVORNIK,DONJA TREŠNJICA,306,216
720216,KRUPANJ,ZAVLAKA,592,488
720224,OSEČINA,KOMIRIĆ,533,463
720232,OSEČINA,KONJUŠA,120,115
720259,KRUPANJ,KOSTAJNIK,480,364
720267,KRUPANJ,KRASAVA,338,242
720275,KRUPANJ,KRŽAVA,334,275
720283,KRUPANJ,KRUPANJ,1488,1398
720291,KRUPANJ,LIKODRA,361,258
720305,KRUPANJ,LIPENOVIĆ I,236,171
720313,KRUPANJ,LIPENOVIĆ II,56,36
720321,MALI ZVORNIK,MALI ZVORNIK,992,903
720330,KRUPANJ,MOJKOVIĆ,522,496
720348,KRUPANJ,PLANINA,122,107
720356,KRUPANJ,RAVNAJA,183,177
720364,MALI ZVORNIK,RADALJ,1007,716
720372,MALI ZVORNIK,SAKAR,299,246
720399,KRUPANJ,STAVE,158,137
720402,KRUPANJ,TOLISAVAC,265,226
720429,KRUPANJ,TOMANJ,164,132
720437,KRUPANJ,CVETULJA,153,136
720445,KRUPANJ,CEROVA,382,301
720453,MALI ZVORNIK,CULINE,247,160
720461,MALI ZVORNIK,ČITLUK,204,155
720470,KRUPANJ,ŠLJIVOVA,331,271
720488,KRUŠEVAC,BELA VODA,484,299
720496,KRUŠEVAC,BELASICA,166,127
720500,KRUŠEVAC,BIVOLJE,139,103
720518,KRUŠEVAC,BOVAN,126,111
720526,KRUŠEVAC,BOLJEVAC,99,84
720534,KRUŠEVAC,BRAJKOVAC,134,129
720542,ĆIĆEVAC,BRALJINA,127,100
720569,KRUŠEVAC,BUKOVICA,159,126
720577,KRUŠEVAC,BUCI,269,213
720585,ALEKSANDROVAC,VELIKA VRBNICA DONJA,261,234
720593,KRUŠEVAC,VELIKA KRUŠEVICA,241,121
720607,KRUŠEVAC,VELIKI ŠILJEGOVAC,1130,914
720615,KRUŠEVAC,VELIKO GOLOVODE,350,267
720623,KRUŠEVAC,VITANOVAC,369,304
720631,KRUŠEVAC,VRATARE,214,106
720640,KRUŠEVAC,VUČAK,226,162
720658,KRUŠEVAC,GAVEZ,62,35
720666,KRUŠEVAC,GAGLOVO,283,229
720674,KRUŠEVAC,GARI,297,209
720682,KRUŠEVAC,GLOBARE,184,95
720704,KRUŠEVAC,GLOBODER,822,642
720712,KRUŠEVAC,GORNJI STEPOŠ,303,237
720739,ĆIĆEVAC,GRAD STALAĆ,527,458
720747,KRUŠEVAC,GREVCI,199,148
720755,KRUŠEVAC,GRKLJANE,244,184
720763,KRUŠEVAC,DVORANE,382,270
720771,KRUŠEVAC,DEDINA,916,717
720780,KRUŠEVAC,DOLJANE,172,136
720798,KRUŠEVAC,DONJI STEPOŠ,256,198
720801,ALEKSANDROVAC,DONJI STUPANJ,446,384
720810,KRUŠEVAC,ĐUNIS,566,481
720828,KRUŠEVAC,ZDRAVINJE,435,337
720836,KRUŠEVAC,ZEBICA,91,77
720844,KRUŠEVAC,ZUBOVAC,132,90
720852,KRUŠEVAC,JABLANICA,370,306
720879,KRUŠEVAC,JASIKA,631,453
720887,KRUŠEVAC,JOŠJE,143,125
720895,KRUŠEVAC,KAMENARE,177,172
720909,KRUŠEVAC,KAONIK,670,590
720917,KRUŠEVAC,KAPIDŽIJA,592,489
720925,KRUŠEVAC,KOBILJE,336,271
720933,KRUŠEVAC,KOMORANE,41,40
720941,KRUŠEVAC,KONJUH,441,409
720950,KRUŠEVAC,KRVAVICA,289,174
720968,KRUŠEVAC,KRUŠEVAC,10303,9623
720976,KRUŠEVAC,KRUŠINCE,130,99
720984,KRUŠEVAC,KUKLJIN,591,312
720992,KRUŠEVAC,KUPCI,678,529
721000,KRUŠEVAC,LAZARICA,772,636
721018,ALEKSANDROVAC,LAĆISLED,367,269
721026,KRUŠEVAC,LIPOVAC,199,160
721034,KRUŠEVAC,LOVCI,129,106
721042,KRUŠEVAC,LOMNICA,586,456
721069,KRUŠEVAC,LUKAVAC,137,105
721077,KRUŠEVAC,LJUBAVA,177,168
721085,KRUŠEVAC,MAJDEVO,395,310
721093,KRUŠEVAC,MAKREŠANE,704,518
721107,KRUŠEVAC,MALA VRBNICA,121,93
721115,KRUŠEVAC,MALA REKA,67,56
721123,KRUŠEVAC,MALI ŠILJEGOVAC,286,209
721131,KRUŠEVAC,MALO GOLOVODE,789,648
721140,KRUŠEVAC,MAČKOVAC,526,431
721158,KRUŠEVAC,MEŠEVO,348,243
721166,KRUŠEVAC,MODRICA,445,332
721174,ĆIĆEVAC,MOJSINJE,33,32
721182,ĆIĆEVAC,MRZENICA,174,134
721204,ALEKSANDROVAC,MRMOŠ,386,328
721212,KRUŠEVAC,MUDRAKOVAC,1549,1274
721239,KRUŠEVAC,NAUPARE,417,299
721247,KRUŠEVAC,PADEŽ,337,196
721255,KRUŠEVAC,PAKAŠNICA,566,500
721263,KRUŠEVAC,PARUNOVAC,774,640
721271,KRUŠEVAC,PASJAK,169,144
721280,KRUŠEVAC,PEPELJEVAC,1180,945
721298,KRUŠEVAC,PETINA,208,165
721301,KRUŠEVAC,POZLATA,72,53
721310,KRUŠEVAC,POLJACI,227,180
721328,KRUŠEVAC,RIBARE,558,438
721336,KRUŠEVAC,RLICA,52,42
721344,KRUŠEVAC,ROSICA,126,104
721352,KRUŠEVAC,SEBEČEVAC,214,178
721379,KRUŠEVAC,SEZEMČE,180,146
721387,KRUŠEVAC,SLATINA,69,49
721395,KRUŠEVAC,SRNDALJE,47,33
721409,KRUŠEVAC,SRNJE,297,171
721417,KRUŠEVAC,STANCI,211,150
721425,KRUŠEVAC,SUŠICA,344,287
721433,KRUŠEVAC,TEKIJA,452,374
721441,KRUŠEVAC,TREBOTIN,393,303
721450,KRUŠEVAC,TRMČARE,356,271
721468,ĆIĆEVAC,TRUBAREVO,176,162
721476,KRUŠEVAC,ĆELIJE,255,196
721484,KRUŠEVAC,CEROVA,210,172
721492,KRUŠEVAC,CRKVINA,104,73
721506,KRUŠEVAC,ČITLUK,955,811
721514,KRUŠEVAC,ŠAVRANE,290,234
721522,KRUŠEVAC,ŠANAC,370,171
721549,KRUŠEVAC,ŠAŠILOVAC,160,95
721557,KRUŠEVAC,ŠOGOLJ,116,93
721565,KRUŠEVAC,ŠTITARE,244,212
721573,KURŠUMLIJA,BABICA,114,99
721581,KURŠUMLIJA,BARLOVO,91,72
721590,KURŠUMLIJA,BAĆOGLAVA,169,139
721603,KURŠUMLIJA,BELO POLJE,140,114
721611,KURŠUMLIJA,BOGUJEVAC,103,90
721620,KURŠUMLIJA,VASILJEVAC,45,43
721638,KURŠUMLIJA,VELIKO PUPAVCE,149,131
721646,KURŠUMLIJA,VISOKA,210,183
721654,KURŠUMLIJA,VLAHINJA,184,129
721662,KURŠUMLIJA,VRELO,59,54
721689,KURŠUMLIJA,VRŠEVAC,126,107
721697,KURŠUMLIJA,VUKOJEVAC,33,33
721719,KURŠUMLIJA,GORNJA MIKULJANA,76,68
721727,KURŠUMLIJA,GORNJE TOČANE,33,28
721735,KURŠUMLIJA,GRABOVNICA,165,141
721743,KURŠUMLIJA,DABINOVAC,83,76
721751,KURŠUMLIJA,DANKOVIĆE,236,184
721760,KURŠUMLIJA,DEGRMEN,99,80
721778,KURŠUMLIJA,DEDINAC,189,168
721786,KURŠUMLIJA,DEŠIŠKA,77,70
721794,KURŠUMLIJA,DOBRI DO,196,178
721808,KURŠUMLIJA,DONJA MIKULJANA,64,56
721816,KURŠUMLIJA,DONJE TOČANE,269,235
721824,KURŠUMLIJA,DUBRAVA,70,58
721832,KURŠUMLIJA,ĐAKE,124,113
721859,KURŠUMLIJA,ŽALICA,25,23
721867,KURŠUMLIJA,ŽEGROVA,69,60
721875,KURŠUMLIJA,ŽELJEVA,19,15
721883,KURŠUMLIJA,ŽUČ,143,117
721891,KURŠUMLIJA,ZAGRAĐE,38,33
721905,KURŠUMLIJA,ZEBICA,65,56
721913,KURŠUMLIJA,IVAN KULA,107,95
721921,KURŠUMLIJA,IGRIŠTE,100,86
721930,KURŠUMLIJA,KALIMANCE,19,11
721948,KURŠUMLIJA,KASTRAT,204,165
721956,KURŠUMLIJA,KONJUVA,216,180
721964,KURŠUMLIJA,KOSMAČA,194,173
721972,KURŠUMLIJA,KRTOK,86,79
721999,KURŠUMLIJA,KRČMARE,213,183
722006,KURŠUMLIJA,KUPINOVO,70,65
722014,KURŠUMLIJA,KURŠUMLIJA,3892,3868
722022,KURŠUMLIJA,KURŠUMLIJSKA BANJA,177,149
722049,KURŠUMLIJA,KUTLOVO,55,50
722057,KURŠUMLIJA,LUKOVO,239,211
722065,KURŠUMLIJA,LJUTOVA,40,34
722073,KURŠUMLIJA,LJUŠA,167,162
722081,KURŠUMLIJA,MAGOVO,30,28
722090,KURŠUMLIJA,MALA KOSANICA,107,94
722103,KURŠUMLIJA,MARIČIĆE,55,47
722111,KURŠUMLIJA,MARKOVIĆE,26,22
722120,KURŠUMLIJA,MATAROVA,67,58
722138,KURŠUMLIJA,MAČJA STENA,54,50
722146,KURŠUMLIJA,MAČKOVAC,225,177
722154,KURŠUMLIJA,MERDARE,139,112
722162,KURŠUMLIJA,MERĆEZ,43,40
722189,KURŠUMLIJA,MEHANE,93,92
722197,KURŠUMLIJA,MIJOČIĆI,28,20
722219,KURŠUMLIJA,MIRNICA,133,106
722227,KURŠUMLIJA,MRČA,67,48
722235,KURŠUMLIJA,NEVADA,32,23
722243,KURŠUMLIJA,NOVO SELO,124,104
722251,KURŠUMLIJA,ORLOVAC,46,41
722260,KURŠUMLIJA,ПАВАШТИЦА,40,29
722278,KURŠUMLIJA,PARADA,26,23
722286,KURŠUMLIJA,PARDUSE,8,6
722294,KURŠUMLIJA,PAČARAĐA,69,64
722308,KURŠUMLIJA,PEPELJEVAC,29,25
722316,KURŠUMLIJA,PERUNIKA,86,84
722324,KURŠUMLIJA,PLJAKOVO,109,98
722332,KURŠUMLIJA,PREVETICA,33,31
722359,KURŠUMLIJA,PREKORAĐA,26,25
722367,KURŠUMLIJA,PROLOM,714,704
722375,KURŠUMLIJA,RAVNI ŠORT,101,98
722383,KURŠUMLIJA,RASTELICA,26,25
722391,KURŠUMLIJA,RAČA,279,251
722405,KURŠUMLIJA,RUDARE,218,191
722413,KURŠUMLIJA,SAGONJEVO,138,111
722421,KURŠUMLIJA,SAMOKOVO,72,54
722430,KURŠUMLIJA,SVINJIŠTE,81,71
722448,KURŠUMLIJA,SEKIRAČA,41,35
722456,KURŠUMLIJA,SELIŠTE,33,31
722464,KURŠUMLIJA,SELOVA,98,82
722472,KURŠUMLIJA,SEOCE,110,86
722499,KURŠUMLIJA,SPANCE,314,247
722502,KURŠUMLIJA,TAČEVAC,32,31
722529,KURŠUMLIJA,TIJOVAC,78,65
722537,KURŠUMLIJA,TMAVA,278,239
722545,KURŠUMLIJA,TREBINJE,86,73
722553,KURŠUMLIJA,TREĆAK,83,75
722561,KURŠUMLIJA,TREŠNJICA,29,20
722570,KURŠUMLIJA,TRMKA,49,48
722588,KURŠUMLIJA,TRN,38,34
722596,KURŠUMLIJA,TRPEZA,98,89
722600,KURŠUMLIJA,ŠATRA,125,116
722618,KURŠUMLIJA,ŠTAVA,61,48
722626,KUČEVO,BLAGOJEV KAMEN,72,68
722634,KUČEVO,BUKOVSKA,590,462
722642,KUČEVO,VOLUJA,1200,947
722669,KUČEVO,GLOŽANE,531,422
722677,KUČEVO,DUBOKA,919,684
722685,KUČEVO,KAONA,385,335
722693,KUČEVO,KUČAJNA,321,259
722707,KUČEVO,KUČEVO I,2254,1854
722731,KUČEVO,LJEŠNICA,277,229
722740,KUČEVO,MIŠLJENOVAC,407,327
722758,KUČEVO,MUSTAPIĆ,868,685
722766,KUČEVO,NERESNICA,740,588
722774,KUČEVO,POPOVAC,616,442
722782,KUČEVO,RAVNIŠTE,145,91
722804,KUČEVO,RADENKA,669,514
722812,KUČEVO,RAKOVA BARA,544,433
722839,KUČEVO,SENA,200,138
722847,KUČEVO,SRPCE,117,75
