geoidentifikator,naziv,tip_ustanove,kategorija,opstina,mesto,ulica,kucni_broj,rastojanje_m,biraca_prebivaliste,biraca_boraviste,biraca_ukupno,lat,lon
SRBRGI2013280,Вртић „Маштарије”,предшколска установа,nestambeno,ЗВЕЗДАРА,БЕОГРАД (ЗВЕЗДАРА),ПРЕШЕВСКА,61А,10.3,1,0,1,44.797888,20.503691
SRBRGI2013288,Вртић „Звездара”,предшколска установа,nestambeno,ЗВЕЗДАРА,БЕОГРАД (ЗВЕЗДАРА),ЧИНГРИЈИНА,1А,4.0,1,0,1,44.799308,20.504435
SRBRGI2013292,Вртић „Мали принц”,предшколска установа,nestambeno,ЗЕМУН,БЕОГРАД (ЗЕМУН),КАРЛОВАЧКА,27,9.0,1,0,1,44.852011,20.385761
SRBRGI2013297,Вртић „Рода”,предшколска установа,nestambeno,ЗЕМУН,УГРИНОВЦИ,БЕОГРАДСКА,2,0.2,1,0,1,44.875508,20.18703
SRBRGI2013312,Вртић „Звездица”,предшколска установа,nestambeno,ГРОЦКА,ЛЕШТАНЕ,МАРШАЛА ТИТА,93,9.6,1,0,1,44.730985,20.576247
SRBRGI2013315,Вртић „Звездица”,предшколска установа,nestambeno,МЛАДЕНОВАЦ,МЛАДЕНОВАЦ (ВАРОШ),СЛАВКА МАНОЈЛОВИЋА,63,7.7,1,0,1,44.449886,20.691205
SRBRGI2013323,Вртић „Бубамара”,предшколска установа,nestambeno,ВРАЧАР,БЕОГРАД (ВРАЧАР),ТИМОЧКА,24,12.5,1,0,1,44.795581,20.487193
SRBRGI2013325,Вртић „Палчић”,предшколска установа,nestambeno,ВРАЧАР,БЕОГРАД (ВРАЧАР),ВУКИЦЕ МИТРОВИЋ,10,3.8,1,0,1,44.797449,20.478257
SRBRGI2013327,Вртић „Маза”,предшколска установа,nestambeno,ВРАЧАР,БЕОГРАД (ВРАЧАР),ПЕТРОГРАДСКА,3,12.9,1,0,1,44.79959,20.476741
SRBRGI2013333,Вртић „Сунчица”,предшколска установа,nestambeno,ЗВЕЗДАРА,БЕОГРАД (ЗВЕЗДАРА),ВОЈВОДЕ БОГДАНА,1,3.7,1,0,1,44.805336,20.48182
SRBRGI2013358,Вртић „Језерце”,предшколска установа,nestambeno,РАКОВИЦА,БЕОГРАД (РАКОВИЦА),ЕДВАРДА ГРИГА,18А,7.9,1,0,1,44.711462,20.462615
SRBRGI2013375,Вртић „Нада Пурић”,предшколска установа,nestambeno,ВРАЧАР,БЕОГРАД (ВРАЧАР),КРУНСКА,68,5.3,1,0,1,44.803648,20.472039
SRBRGI2013381,Вртић „Паметница – Замак”,предшколска установа,nestambeno,ЧУКАРИЦА,БЕОГРАД (ЧУКАРИЦА),НОДИЛОВА,6,5.9,1,0,1,44.783929,20.422779
SRBRGI2013394,Вртић „Сунце”,предшколска установа,nestambeno,ВОЖДОВАЦ,БЕОГРАД (ВОЖДОВАЦ),БАЊИЧКИ ПОТОК,3,4.0,1,0,1,44.752111,20.483054
SRBRGI2013423,Вртић „Шврћа”,предшколска установа,nestambeno,ВОЖДОВАЦ,БЕОГРАД (ВОЖДОВАЦ),МИЛОША БРАДИЋА,4А,2.6,1,0,1,44.754343,20.467719
SRBRGI2013431,Вртић „Бели дворац”,предшколска установа,nestambeno,ВРАЧАР,БЕОГРАД (ВРАЧАР),ШУМАТОВАЧКА,143,9.1,1,0,1,44.793905,20.485026
SRBRGI2013448,Вртић „Магнолија”,предшколска установа,nestambeno,ВРАЧАР,БЕОГРАД (ВРАЧАР),РАДОСЛАВА ГРУЈИЋА,7,4.7,1,0,1,44.798699,20.479452
SRBRGI2013461,Вртић „Наш вртић”,предшколска установа,nestambeno,ВРАЧАР,БЕОГРАД (ВРАЧАР),ШУМАТОВАЧКА,59,2.9,1,0,1,44.795595,20.476727
SRBRGI2013484,Вртић „Раша и Маша”,предшколска установа,nestambeno,ОБРЕНОВАЦ,ОБРЕНОВАЦ,УЛИЦА 6,9,4.2,1,0,1,44.655261,20.196798
SRBRGI2013492,Вртић „Ризница”,предшколска установа,nestambeno,ЛАЗАРЕВАЦ,ЛАЗАРЕВАЦ,ДР ВОЈЕ ДАНИЛОВИЋА,4,4.2,1,0,1,44.381229,20.277577
SRBRGI2013496,Вртић „Садко”,предшколска установа,nestambeno,ЗЕМУН,БЕОГРАД (ЗЕМУН),ИНЖЕЊЕРА АТАНАЦКОВИЋА,12,4.6,1,0,1,44.847718,20.404267
SRBRGI2013501,Вртић „Патуљак”,предшколска установа,nestambeno,ГРОЦКА,ВИНЧА,КОСОВСКИХ БОЖУРА,7,4.7,1,0,1,44.746144,20.602695
SRBRGI2013502,Предшколска установа „Бамбиноси”,предшколска установа,nestambeno,ЧУКАРИЦА,БЕОГРАД (ЧУКАРИЦА),ВУКА КАРАЏИЋА,10А,0.7,1,0,1,44.722748,20.372306
SRBRGI2013516,Вртић „Баш-Челик”,предшколска установа,nestambeno,ВОЖДОВАЦ,БЕОГРАД (ВОЖДОВАЦ),ЂУРЂЕВКЕ ЧАКАРЕВИЋ,8,9.5,1,0,1,44.749799,20.490732
SRBRGI2013521,Вртић „Магична бајка”,предшколска установа,nestambeno,ЧУКАРИЦА,БЕОГРАД (ЧУКАРИЦА),ДУШАНА КВЕДЕРА,13,4.5,1,0,1,44.74918,20.402638
SRBRGI2013527,Вртић „Смарт школица”,предшколска установа,nestambeno,ЗЕМУН,БЕОГРАД (ЗЕМУН),ПАВЛА ВУЈИСИЋА,11,1.3,1,0,1,44.847763,20.3551
SRBRGI2013534,Вртић „Бескрајна прича”,предшколска установа,nestambeno,ВОЖДОВАЦ,БЕОГРАД (ВОЖДОВАЦ),ЈОВЕ ИЛИЋА,84,1.1,1,0,1,44.778649,20.47193
SRBRGI2013536,Вртић „Медолино”,предшколска установа,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),АНДРЕЈА МИТРОВИЋА,6,10.9,1,0,1,44.859785,20.47745
SRBRGI2013537,Вртић „Дечји кључ”,предшколска установа,nestambeno,ГРОЦКА,КАЛУЂЕРИЦА,ИЗВОРСКА,14Б,2.9,1,0,1,44.760377,20.543502
SRBRGI2013538,Вртић „Пепеђо кидс”,предшколска установа,nestambeno,ЧУКАРИЦА,ОСТРУЖНИЦА,МИОДРАГА ПОПОВИЋА,119,1.4,1,0,1,44.716463,20.317129
SRBRGI2013540,Вртић „Наше мало краљевство”,предшколска установа,nestambeno,ЛАЗАРЕВАЦ,ЛАЗАРЕВАЦ,КРАЉА ПЕТРА ПРВОГ,53,3.9,1,0,1,44.381828,20.269318
SRBRGI2013546,Предшколска установа „Мој рингишпил”,предшколска установа,nestambeno,ВОЖДОВАЦ,БЕОГРАД (ВОЖДОВАЦ),НИКОЛЕ ЂУРКОВИЋА,40,2.9,1,0,1,44.775034,20.478622
SRBRGI2013551,Вртић „Happy House”,предшколска установа,nestambeno,ЛАЗАРЕВАЦ,ЛАЗАРЕВАЦ,КНЕЗА СТАНОЈА,45,8.0,1,0,1,44.380663,20.268881
SRBRGI2013566,Вртић „Дечја палата”,предшколска установа,nestambeno,ВОЖДОВАЦ,БЕОГРАД (ВОЖДОВАЦ),ЗАПЛАЊСКА,60,4.8,1,0,1,44.771727,20.492987
SRBRGI2013572,Вртић „Мачак Маза”,предшколска установа,nestambeno,ЗЕМУН,БЕОГРАД (ЗЕМУН),СРЕМСКИХ БОРАЦА,6Г,5.2,1,0,1,44.846809,20.379365
SRBRGI2013579,Вртић „Дечји чаробни свет”,предшколска установа,nestambeno,ЧУКАРИЦА,БЕОГРАД (ЧУКАРИЦА),ПЕТРА ЛЕКОВИЋА,24А,3.0,1,0,1,44.769449,20.415303
SRBRGI2013621,Вртић „Возић”,предшколска установа,nestambeno,ГРОЦКА,КАЛУЂЕРИЦА,МОКРОЛУШКА,9,4.9,1,0,1,44.763371,20.567423
SRBRGI2013752,Вртић „Чувари осмеха”,предшколска установа,nestambeno,КУЛА,СИВАЦ,МАРШАЛА ТИТА,155,7.8,1,0,1,45.697398,19.38
SRBRGI2013794,Вртић „Бамби”,предшколска установа,nestambeno,БАЧКА ТОПОЛА,ЊЕГОШЕВО,НИКОЛЕ ТЕСЛЕ,11,12.1,1,0,1,45.763167,19.750094
SRBRGI2013832,Вртић „Маслачак”,предшколска установа,nestambeno,СУБОТИЦА,СУБОТИЦА,ЦАРА ЛАЗАРА,13,4.3,1,0,1,46.103711,19.661471
SRBRGI2013848,Вртић „Колибри”,предшколска установа,nestambeno,БАЧ,БАЧ,ВОЈВОЂАНСКА,32,4.8,1,0,1,45.400299,19.197283
SRBRGI2014041,Вртић „Звездица”,предшколска установа,nestambeno,ВРБАС,ВРБАС,ВИНОГРАДСКА,10,2.5,1,0,1,45.581462,19.632986
SRBRGI2014088,Вртић „Пчелица”,предшколска установа,nestambeno,ЗРЕЊАНИН,ЗРЕЊАНИН,ДУНАВСКА,14А,6.5,1,0,1,45.384541,20.38017
SRBRGI2014119,Вртић „Лептирић”,предшколска установа,nestambeno,КИКИНДА,КИКИНДА,ВОЈВОДЕ ПУТНИКА,159,2.4,1,0,1,45.839902,20.475482
SRBRGI2014212,Вртић „Маслачак”,предшколска установа,nestambeno,БАЧКА ПАЛАНКА,БАЧКА ПАЛАНКА,ЦАРА ЛАЗАРА,45,3.8,1,0,1,45.252656,19.388587
SRBRGI2014272,Вртић „Сунцокрет”,предшколска установа,nestambeno,ИНЂИЈА,НОВИ КАРЛОВЦИ,СРЕДЊА,12,14.6,1,0,1,45.076533,20.17844
SRBRGI2014337,Предшколска установа „Десанка Максимовић”,предшколска установа,nestambeno,ЖИТИШТЕ,ХЕТИН,БОРИСА КИДРИЧА,50,10.9,1,0,1,45.664081,20.793841
SRBRGI2014346,Вртић „Мици-Мацко”,предшколска установа,nestambeno,БАЧКА ТОПОЛА,НОВО ОРАХОВО,ПЕТЕФИ ШАНДОРА,11,12.0,1,0,1,45.843243,19.758319
SRBRGI2014361,Вртић „Изворчић”,предшколска установа,nestambeno,БЕЛА ПАЛАНКА,БЕЛА ПАЛАНКА,ИВЕ ЛОЛЕ РИБАРА,13,2.5,1,0,1,43.215472,22.310769
SRBRGI2014412,Вртић „Бамби”,предшколска установа,nestambeno,СОМБОР,БЕЗДАН,ЖРТАВА ФАШИЗМА,25,7.1,1,0,1,45.852263,18.924198
SRBRGI2014482,Предшколска установа „Наше забавиштанце“,предшколска установа,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БОРЧА,ДУШАНА НЕДЕЉКОВИЋА,2,3.2,1,0,1,44.871219,20.461596
SRBRGI2014484,Предшколска установа „Zemunland“,предшколска установа,nestambeno,ЗЕМУН,БЕОГРАД (ЗЕМУН),ЖИВКА ПЕТРОВИЋА,35А,3.1,1,0,1,44.838454,20.387875
SRBRGI2014509,Дом за смештај одраслих и старијих лица „Авенија 1990”,дом за старе,stambeno-moguce,ВОЖДОВАЦ,БЕОГРАД (ВОЖДОВАЦ),БУЛЕВАР ОСЛОБОЂЕЊА,99,3.0,1,0,1,44.782018,20.467651
SRBRGI2014512,Дом за смештај одраслих и старијих лица „Медмарис”,дом за старе,stambeno-moguce,ВОЖДОВАЦ,БЕОГРАД (ВОЖДОВАЦ),БУЛЕВАР ЈНА,26,5.1,1,0,1,44.745196,20.477941
SRBRGI2014517,Дом за старе „Ренесанса”,дом за старе,stambeno-moguce,ЗВЕЗДАРА,БЕОГРАД (ЗВЕЗДАРА),ДОЈРАНСКА,21,7.1,1,0,1,44.795315,20.49449
SRBRGI2014518,Дом за смештај одраслих и старијих „Нана”,дом за старе,stambeno-moguce,ЗВЕЗДАРА,БЕОГРАД (ЗВЕЗДАРА),МУРМАНСКА,21,4.4,1,0,1,44.794494,20.518136
SRBRGI2014524,Дом за смештај одраслих и старијих лица „Златно доба”,дом за старе,stambeno-moguce,СУРЧИН,ЈАКОВО,БРАЋЕ ВИТОМИРОВИЋ,22,8.9,1,0,1,44.750224,20.259713
SRBRGI2014538,Дом за одрасла и старија лица „Melior Vita”,дом за старе,stambeno-moguce,ЗЕМУН,БЕОГРАД (ЗЕМУН),СКОПЉАНСКА,13,13.1,1,0,1,44.855969,20.379487
SRBRGI2014559,Дом за пензионере и стара лица „Нина Земун”,дом за старе,stambeno-moguce,ЗЕМУН,БЕОГРАД (ЗЕМУН),БАЧКА,21Ц,6.5,1,0,1,44.845089,20.378941
SRBRGI2014563,Дом за старе „Елизабета”,дом за старе,stambeno-moguce,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),4 ФЛАВИЈЕВЕ ЛЕГИЈЕ,16А,2.2,1,0,1,44.834828,20.553767
SRBRGI2014573,Дом за смештај старијих лица „Бели двор Ђорђевић”,дом за старе,stambeno-moguce,ГРОЦКА,УМЧАРИ,МАРШАЛА ТИТА,43Ђ,2.5,1,0,1,44.582986,20.746602
SRBRGI2014585,Дом за смештај одраслих и старијих „Авалска оаза”,дом за старе,stambeno-moguce,ВОЖДОВАЦ,ПИНОСАВА,ЈАРОСЛАВА ЧЕРНОГ,13,2.2,1,0,1,44.701978,20.500372
SRBRGI2014588,Дом за смештај одраслих и старијих „Мојсиловић плус”,дом за старе,stambeno-moguce,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),ТОДОРА МАНОЈЛОВИЋА,3,2.4,1,0,1,44.815525,20.539175
SRBRGI2014589,Дом за стара лица „Бакина и декина прича”,дом за старе,stambeno-moguce,ВОЖДОВАЦ,БЕОГРАД (ВОЖДОВАЦ),РИСТЕ НИКОЛИЋА,1,5.6,1,0,1,44.751073,20.478369
SRBRGI2014593,Дом за пензионере и стара лица „Викторија”,дом за старе,stambeno-moguce,САВСКИ ВЕНАЦ,БЕОГРАД (САВСКИ ВЕНАЦ),ВАЈАРА ЂОКЕ ЈОВАНОВИЋА,27,5.0,1,0,1,44.782944,20.448895
SRBRGI2014606,Дом за стара лица „Сигурно доба”,дом за старе,stambeno-moguce,ЧУКАРИЦА,РУШАЊ,МОРАВСКА 1 ДЕО,22,2.4,1,0,1,44.687328,20.430103
SRBRGI2014625,Дом за стара лица „Сунчев брег”,дом за старе,stambeno-moguce,РАКОВИЦА,БЕОГРАД (РАКОВИЦА),МИТРОПОЛИТА МИХАИЛА,18,2.4,1,0,1,44.728118,20.454076
SRBRGI2014626,Дом за стара лица „Принцип”,дом за старе,stambeno-moguce,ЗВЕЗДАРА,БЕОГРАД (ЗВЕЗДАРА),ПЕТРА ПРЕРАДОВИЋА,2,0.6,1,0,1,44.775009,20.547374
SRBRGI2014630,Дом за стара лица „Кућа за одмор Танасић”,дом за старе,stambeno-moguce,БАРАЈЕВО,БАРАЈЕВО,СВЕТОСАВСКА,129,1.7,1,0,1,44.585142,20.416622
SRBRGI2014664,Дом за стара лица „Богдановић”,дом за старе,stambeno-moguce,СУБОТИЦА,СУБОТИЦА,ЛОВЋЕНСКА,7,3.4,1,0,1,46.06775,19.682977
SRBRGI2014691,Дом за стара лица „Атерос-суб”,дом за старе,stambeno-moguce,СУБОТИЦА,СУБОТИЦА,ПАЈЕ МАРГАНОВИЋА,32,5.3,1,0,1,46.111262,19.664451
SRBRGI2014714,Дом за стара лица „Medic”,дом за старе,stambeno-moguce,БАЧКА ПАЛАНКА,БАЧКА ПАЛАНКА,ЈУГ БОГДАНА,4,13.4,1,0,1,45.253795,19.380336
SRBRGI2014730,Дом за смештај старијих лица „Хомољски рај”,дом за старе,stambeno-moguce,КУЧЕВО,КУЧЕВО,ЛОЛЕ РИБАРА,5,3.4,1,0,1,44.480006,21.66498
SRBRGI2014747,Дневни боравак за ометене у развоју „Облутак”,објекат социјалне заштите,stambeno-moguce,ЗАЈЕЧАР,ЗАЈЕЧАР,ВОЈВОДЕ МИШИЋА,14,13.9,1,0,1,43.902083,22.277748
SRBRGI2014751,Дом за стара лица „Заплање – мој дом”,дом за старе,stambeno-moguce,ГАЏИН ХАН,ГАЏИН ХАН,СВЕТОГ САВЕ,8Б,10.7,1,0,1,43.225895,22.029451
SRBRGI2014769,Дом за смештај одраслих и старијих „Топаловић”,дом за старе,stambeno-moguce,КЛАДОВО,КЛАДОВО,РИБАРСКА,13,7.9,1,0,1,44.60612,22.606663
SRBRGI2014774,Дом за смештај одраслих и старијих „Старо забавиште”,дом за старе,stambeno-moguce,ЗРЕЊАНИН,МЕЛЕНЦИ,БРАЋЕ БАРНИЋ,45,10.9,1,0,1,45.51503,20.31876
SRBRGI2014797,Дом за одрасле и старије „Geron”,дом за старе,stambeno-moguce,БЕОЧИН,БЕОЧИН,МАНАСТИРСКИ ПУТ,51,1.5,1,0,1,45.182246,19.723651
SRBRGI2014809,Дом за смештај одраслих и старијих „Василиса”,дом за старе,stambeno-moguce,БЕОЧИН,ЧЕРЕВИЋ,КРАЉА ПЕТРА ПРВОГ,11,13.7,1,0,1,45.218939,19.666123
SRBRGI2014838,"Градски центар за социјални рад – Београд, одељење Сопот",објекат социјалне заштите,stambeno-moguce,СОПОТ,СОПОТ,КОСМАЈСКИ ТРГ,13,3.0,1,0,1,44.518427,20.575098
SRBRGI2014839,Центар за истраживање несрећа у саобраћају,јавни објекат,nestambeno,САВСКИ ВЕНАЦ,БЕОГРАД (САВСКИ ВЕНАЦ),ЧАКОРСКА,6,2.3,1,0,1,44.786646,20.455741
SRBRGI2014843,"Центар за социјални рад – Нови Сад, одељење Беочин",објекат социјалне заштите,stambeno-moguce,БЕОЧИН,БЕОЧИН,ОМЛАДИНСКА,54,2.3,1,0,1,45.209369,19.714877
SRBRGI2014853,Управа за аграрна плаћања,јавни објекат,nestambeno,ВРАЧАР,БЕОГРАД (ВРАЧАР),БУЛЕВАР КРАЉА АЛЕКСАНДРА,84,13.4,1,0,1,44.805333,20.47445
SRBRGI2014892,Здравствени центар војномедицинских установа – Београд,остале здравствене установе,nestambeno,САВСКИ ВЕНАЦ,БЕОГРАД (САВСКИ ВЕНАЦ),ПАСТЕРОВА,3,9.0,1,0,1,44.801114,20.459834
SRBRGI2014896,Војномедицински центар – Славија,дом здравља,nestambeno,САВСКИ ВЕНАЦ,БЕОГРАД (САВСКИ ВЕНАЦ),ПАСТЕРОВА,3,3.9,1,0,1,44.801142,20.459777
SRBRGI2015022,Дом здравља „Милоје Станковић” – здравствена станица Врчин,амбуланта,nestambeno,ГРОЦКА,ВРЧИН,ЖЕЛЕЗНИЧКИ ПУТ,11,13.7,1,0,1,44.6647,20.589674
SRBRGI2015056,Дом здравља Обреновац – здравствена станица Дражевац,амбуланта,nestambeno,ОБРЕНОВАЦ,ДРАЖЕВАЦ,ДРАЖЕВАЧКА,258,12.3,1,0,1,44.574612,20.230721
SRBRGI2015063,Дом здравља Земун – здравствена станица Доњи град,амбуланта,nestambeno,ЗЕМУН,БЕОГРАД (ЗЕМУН),АВИЈАТИЧАРСКИ ТРГ,7,1.6,1,0,1,44.839771,20.413709
SRBRGI2015065,Дом здравља Земун – амбуланта Камендин,амбуланта,nestambeno,ЗЕМУН,БЕОГРАД (ЗЕМУН),ЕЛИЈА ФИНЦИЈА,2,6.4,1,0,1,44.874674,20.328037
SRBRGI2015106,Дом здравља Савски венац – V здравствена станица,амбуланта,nestambeno,САВСКИ ВЕНАЦ,БЕОГРАД (САВСКИ ВЕНАЦ),КОСТЕ ГЛАВИНИЋА,3А,5.7,1,0,1,44.795042,20.441978
SRBRGI2015120,Дом здравља „Др Симо Милошевић” – здравствена станица Сремчица,амбуланта,nestambeno,ЧУКАРИЦА,СРЕМЧИЦА,БЕОГРАДСКА,150,8.9,1,0,1,44.676428,20.390681
SRBRGI2015141,Дом здравља Сопот – амбуланта Рогача,амбуланта,nestambeno,СОПОТ,РОГАЧА,КОСМАЈСКА,155,8.9,1,0,1,44.461339,20.520661
SRBRGI2015219,Дом здравља Ковин – здравствена станица Мраморак,амбуланта,nestambeno,КОВИН,МРАМОРАК,ЗАДРУЖНА,7,1.5,1,0,1,44.878954,20.972114
SRBRGI2015288,Дом здравља Алибунар – амбуланта Добрица,амбуланта,nestambeno,АЛИБУНАР,ДОБРИЦА,ЖАРКА ЗРЕЊАНИНА,36,3.3,1,0,1,45.213624,20.847706
SRBRGI2015290,Дом здравља Алибунар – амбуланта Иланџа,амбуланта,nestambeno,АЛИБУНАР,ИЛАНЏА,МИЛОША ЦРЊАНСКОГ,86,10.5,1,0,1,45.167478,20.921603
SRBRGI2015305,Дом здравља „Др Даринка Лукић” – амбуланта Доње Црниљево,амбуланта,nestambeno,КОЦЕЉЕВА,ДОЊЕ ЦРНИЉЕВО,ЗАПАДНИ ПУТ,508,9.6,1,0,1,44.467667,19.623231
SRBRGI2015322,Дом здравља Ириг – амбуланта Јазак,амбуланта,nestambeno,ИРИГ,ЈАЗАК,ЦАРА УРОША,73,4.5,1,0,1,45.104146,19.765096
SRBRGI2015383,Дом здравља „Др Милан – Бане Ђорђевић” – амбуланта Ракинац,амбуланта,nestambeno,ВЕЛИКА ПЛАНА,РАКИНАЦ,БОЖИДАРА АНТОНИЈЕВИЋА,3,5.2,1,0,1,44.263409,21.058325
SRBRGI2015389,Дом здравља „Др Младен Стојановић” – амбуланта Параге,амбуланта,nestambeno,БАЧКА ПАЛАНКА,ПАРАГЕ,КРАЉА ПЕТРА ПРВОГ,16,1.8,1,0,1,45.414719,19.403088
SRBRGI2015466,Дом здравља Босилеград – амбуланта Доња Љубата,амбуланта,nestambeno,БОСИЛЕГРАД,ДОЊА ЉУБАТА,СЕЛО,22,4.1,1,0,1,42.49864,22.343413
SRBRGI2015496,Дом здравља Лесковац – амбуланта Белановце,амбуланта,nestambeno,ЛЕСКОВАЦ,БЕЛАНОВЦЕ,БОЈНИЧКА,20,0.7,1,0,1,43.016925,21.844664
SRBRGI2015572,Дом здравља Житорађа – амбуланта Држановац,амбуланта,nestambeno,ЖИТОРАЂА,ДРЖАНОВАЦ,ОБРЕНОВИЋЕВА,1,3.5,1,0,1,43.22898,21.774257
SRBRGI2015656,Дом здравља „Др Добривоје Гер. Поповић” – амбуланта Плоча,амбуланта,nestambeno,АЛЕКСАНДРОВАЦ,ПЛОЧА,СВЕТОГ ПЕТРА И ПАВЛА,19,8.6,1,0,1,43.443743,20.863846
SRBRGI2015987,Дом здравља Деспотовац – здравствена станица Ресавица,амбуланта,nestambeno,ДЕСПОТОВАЦ,РЕСАВИЦА,ПЕТРА ЖАЛЦА,7,6.9,1,0,1,44.041809,21.581798
SRBRGI2016005,Дом здравља Кладово – амбуланта Подвршка,амбуланта,nestambeno,КЛАДОВО,ПОДВРШКА,ХАЈДУК ВЕЉКА,16,0.3,1,0,1,44.584282,22.503682
SRBRGI2016010,Дом здравља „Др Бошко Вребалов” – здравствена станица Јанков Мост,амбуланта,nestambeno,ЗРЕЊАНИН,ЈАНКОВ МОСТ,ЗЕМЉОРАДНИЧКА,7,4.1,1,0,1,45.474566,20.433581
SRBRGI2016013,Дом здравља „Др Бошко Вребалов” – здравствена станица Златица,амбуланта,nestambeno,ЗРЕЊАНИН,ЛАЗАРЕВО,ГЛАВНА,25,6.2,1,0,1,45.384635,20.580423
SRBRGI2016018,Дом здравља „Др Бошко Вребалов” – здравствена станица Михајлово,амбуланта,nestambeno,ЗРЕЊАНИН,МИХАЈЛОВО,КИШ ФЕРЕНЦА,92,6.1,1,0,1,45.478228,20.41105
SRBRGI2016072,Дом здравља Житиште – амбуланта Торак,амбуланта,nestambeno,ЖИТИШТЕ,ТОРАК,МАРШАЛА ТИТА,2,2.0,1,0,1,45.508169,20.606178
SRBRGI2016073,Дом здравља Житиште – амбуланта Торда,амбуланта,nestambeno,ЖИТИШТЕ,ТОРДА,ПЕТЕФИ ШАНДОРА,88,2.9,1,0,1,45.586682,20.457112
SRBRGI2016112,Дом здравља „Др Бошко Вребалов” – IXа здравствена станица,амбуланта,nestambeno,ЗРЕЊАНИН,ЗРЕЊАНИН,БУЛЕВАР ВЕЉКА ВЛАХОВИЋА,11,4.6,1,0,1,45.381403,20.372578
SRBRGI2016171,Дом здравља Кула – амбуланта Крушчић,амбуланта,nestambeno,КУЛА,КРУШЧИЋ,ВЛАДИМИРА НАЗОРА,32,10.8,1,0,1,45.613176,19.369496
SRBRGI2016196,Дом здравља Кањижа – амбуланта Ором,амбуланта,nestambeno,КАЊИЖА,ОРОМ,ВЕЛИКИ ПУТ,165,9.5,1,0,1,45.978621,19.837665
SRBRGI2016224,Дом здравља Суботица – амбуланта III,амбуланта,nestambeno,СУБОТИЦА,СУБОТИЦА,РУЂЕРА БОШКОВИЋА,22,0.3,1,0,1,46.092651,19.655265
SRBRGI2016237,Дом здравља „Др Ђорђе Лазић” – амбуланта Колут,амбуланта,nestambeno,СОМБОР,КОЛУТ,ТРГ БОРАЦА,12,6.5,1,0,1,45.891876,18.925773
SRBRGI2016251,Дом здравља Вршац – амбуланта Димитрије Туцовић,амбуланта,nestambeno,ВРШАЦ,ВРШАЦ,ДИМИТРИЈА ТУЦОВИЋА,42,5.0,1,0,1,45.114194,21.302375
SRBRGI2016255,Дом здравља „Др Бошко Вребалов” – здравствена станица Стајићево,амбуланта,nestambeno,ЗРЕЊАНИН,СТАЈИЋЕВО,ТОЗЕ МАРКОВИЋА,22,0.6,1,0,1,45.294039,20.455224
SRBRGI2016282,Дом здравља „Вељко Влаховић” – амбуланта Савино Село,амбуланта,nestambeno,ВРБАС,САВИНО СЕЛО,МАРШАЛА ТИТА,53,12.9,1,0,1,45.503701,19.523437
SRBRGI2016400,Дом здравља „Др Милан – Бане Ђорђевић” – здравствена станица Лозовик,амбуланта,nestambeno,ВЕЛИКА ПЛАНА,ЛОЗОВИК,ЈНА,53,2.6,1,0,1,44.4708,21.095651
SRBRGI2016408,Дом здравља Богатић – амбуланта Салаш Црнобарски,амбуланта,nestambeno,БОГАТИЋ,САЛАШ ЦРНОБАРСКИ,ЈАНКА ВЕСЕЛИНОВИЋА,1,8.7,1,0,1,44.826181,19.392268
SRBRGI2016513,Локална пореска администрација Деспотовац,локална пореска администрација,nestambeno,ДЕСПОТОВАЦ,ДЕСПОТОВАЦ,МИЛОСАВА ЗДРАВКОВИЋА РЕСАВЦА,4,2.9,1,0,1,44.094474,21.439152
SRBRGI2016522,Локална пореска администрација Алексинац,локална пореска администрација,nestambeno,АЛЕКСИНАЦ,АЛЕКСИНАЦ,КЊАЗА МИЛОША,169,0.0,1,0,1,43.541993,21.708204
SRBRGI2016549,Локална пореска администрација Врање,локална пореска администрација,nestambeno,ВРАЊЕ,ВРАЊЕ,КРАЉА МИЛАНА,21,15.0,1,0,1,42.556542,21.898112
SRBRGI2016581,Локална пореска администрација Лучани,локална пореска администрација,nestambeno,ЛУЧАНИ,ГУЧА (ВАРОШИЦА),РЕПУБЛИКЕ,76,3.3,1,0,1,43.776123,20.226133
SRBRGI2016816,Производња меса и месних производа и трговина „Шипош”,индустрија меса,nestambeno,МАЛИ ИЂОШ,МАЛИ ИЂОШ,ФЕРЕНЦА ФЕХЕРА,45,6.3,1,0,1,45.709739,19.672795
SRBRGI2016818,„Библи Јава”,индустрија меса,nestambeno,МЛАДЕНОВАЦ,ПРУЖАТОВАЦ,ШКОЛСКИ ПУТ,24,8.1,1,0,1,44.412005,20.631567
SRBRGI2017201,Библиотека - Центар за културу Кладово,библиотека,nestambeno,КЛАДОВО,КЛАДОВО,22.СЕПТЕМБАР,4,9.4,1,0,1,44.610877,22.610462
SRBRGI2017209,"Биоскоп - Центар за културне делатности, туризам и библиотекарство",биоскоп,nestambeno,ВЛАДИЧИН ХАН,ВЛАДИЧИН ХАН,НИКОЛЕ ТЕСЛЕ,2,0.5,1,0,1,42.70608,22.06154
